證券代碼,年月,目前狀態,上市別,TESG評等公告日,採用永續報告書年度,採用永續報告書是否驗證,SASB主產業,SASB子產業,E_取得碳排相關ISO認證,E_加入國際倡議組織,E_認證_能源管理系統,E_發行綠債及永續債佔資產比%(不含金融業),E_GRI_能源管理揭露度,E_用水回收率%,E_取得用水相關國際認證,E_GRI_用水及廢水管理揭露度,E_認證_環境管理系統,E_GRI_廢棄物管理揭露度,E_GRI_生態影響揭露度,S_GRI_人權及社區關係揭露度,S_認證_資訊安全管理系統,S_GRI_資安及客戶隱私揭露度,S_認證_品質管理系統,S_GRI_員工統計揭露度,S_育嬰留停復職率%(合計),S_育嬰留停留任率%(合計),S_失能風險(三年平均),S_失能揭露,S_認證(職業安全衛生管理系統),S_GRI_員工健康及安全揭露度,S_GRI_員工多元化揭露度,G_GRI_供應鏈管理揭露度,G_GRI_氣候變遷影響揭露度,G_GRI_商業倫理揭露度,G_GRI_競爭行為揭露度,G_GRI_法遵管理揭露度,G_GRI_關鍵事件風險管理揭露度,G_3年內更換會計師事務所_換至非四大,G_3年內有非會計制度變更的財務重編,G_公司治理評鑑等級,G_董事長/總經理遭處分,G_設置永續長,E_score,S_score,G_score,Total_score
4530 宏易,202312,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,2,2,0,3,0,0,3,2,2,0,2,0,4,1,4,4,4,4,4,4,16,29,16.18
5903 全家,202312,Current ,OTC,20231101,2022,Y,食品與飲料,食品零售商與配銷商,0,0,0,0,2,0,0,0,0,3,0,0,0,3,2,3,2,3,3,0,0,2,3,2,3,4,0,2,2,4,4,2,4,4,5,21,31,19.04
8436 大江,202312,Current ,OTC,20231101,2022,Y,食品與飲料,無酒精飲料,0,0,0,0,1,0,0,2,0,2,0,0,0,0,2,2,1,1,0,4,0,1,3,1,0,3,0,2,1,4,4,4,4,4,5,14,27,15.11
8905 裕國,202312,Current ,OTC,20231101,2022,Y,食品與飲料,肉品、家禽與乳製品,0,0,0,0,2,0,0,2,0,0,0,0,0,4,2,2,4,3,3,0,0,3,4,2,0,2,4,4,1,4,4,4,4,4,4,25,33,20.89
8940 新天地,202312,Current ,TSE,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,4,0,0,4,0,0,5,0,4,4,2,4,4,1,3,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,13,30,44,28.93
1307 三芳,202312,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,4,0,0,0,3,0,0,2,0,2,0,0,0,0,2,3,4,3,0,4,0,1,4,2,0,4,0,4,4,4,4,2,4,4,11,21,32,23.39
1402 遠東新,202312,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,1,2,3,4,0,0,2,2,1,0,2,0,2,2,4,4,2,4,4,4,17,25,17.65
1409 新纖,202312,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,3,3,4,3,0,0,1,2,2,0,0,0,4,4,4,4,2,4,4,0,27,28,22.26
1413 宏洲,202312,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,0,0,0,0,3,0,0,3,3,3,0,4,0,3,3,3,4,3,4,0,0,2,3,3,3,4,3,2,2,4,4,4,4,4,12,29,37,28.89
1414 東和,202312,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,0,0,0,0,2,0,0,0,0,0,0,0,4,3,0,1,4,4,1,4,0,2,0,1,3,0,0,2,2,4,4,4,4,4,2,23,28,20.96
1419 新紡,202312,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,4,0,4,0,3,0,0,4,4,3,5,0,0,4,4,3,2,3,0,4,4,3,4,4,0,4,4,4,4,4,4,2,4,4,27,31,38,32.97
1434 福懋,202312,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,4,0,0,0,2,0,0,2,3,2,0,3,0,0,3,1,2,3,3,4,3,1,2,3,3,2,3,2,2,4,4,3,4,4,13,25,34,26.23
1440 南紡,202312,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,4,0,5,0,4,5,5,4,4,4,0,0,4,4,3,4,1,4,3,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,35,34,44,38.09
1444 力麗,202312,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,0,0,4,0,2,0,0,0,0,0,0,0,0,0,3,3,2,3,4,0,3,3,0,2,0,0,0,4,4,4,4,4,4,4,6,21,30,21.66
1447 力鵬,202312,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,0,0,0,0,1,0,0,2,0,2,0,0,4,4,2,3,3,4,3,4,0,3,3,2,0,2,4,4,4,4,4,4,4,4,5,33,36,28.85
1451 年興,202312,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,2,3,3,0,0,1,0,1,3,2,0,2,1,4,4,2,4,4,0,16,27,17.25
1455 集盛,202312,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,4,0,0,0,3,0,0,0,0,0,0,0,0,4,2,3,4,4,3,0,3,1,3,4,4,0,0,4,4,4,4,2,4,4,7,27,34,25.93
1457 宜進,202312,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,4,5,0,0,2,5,0,0,3,0,0,0,0,0,3,3,4,1,5,4,4,3,4,1,0,2,0,4,4,4,4,3,4,4,19,31,30,28.33
1459 聯發,202312,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,4,0,0,0,3,0,5,3,3,3,0,0,0,3,0,2,2,3,0,4,3,2,3,2,3,3,3,2,2,4,4,3,4,4,21,22,34,26.49
1460 宏遠,202312,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,4,5,0,0,4,5,0,0,3,4,0,0,0,0,4,3,3,1,0,4,4,3,3,4,4,4,0,4,4,4,4,2,4,4,25,25,38,30.07
1464 得力,202312,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,0,0,0,0,2,0,0,0,3,2,0,0,4,3,4,1,2,3,4,0,0,2,3,1,3,0,0,2,2,4,4,4,4,4,7,26,28,23.17
1466 聚隆,202312,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,0,0,0,0,4,0,0,3,3,3,0,0,4,0,0,3,3,4,3,0,4,2,2,2,3,3,0,2,2,4,4,4,4,4,13,25,32,25.45
1467 南緯,202312,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,4,5,4,0,3,5,0,0,3,4,0,0,4,0,2,3,3,4,3,4,4,3,0,4,4,4,4,4,4,4,4,1,4,4,28,30,41,33.91
1473 台南,202312,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,4,0,0,0,1,5,0,3,3,2,0,3,0,3,3,1,2,3,3,0,0,1,2,1,3,0,0,2,2,4,4,4,0,4,18,21,24,21.6
1476 儒鴻,202312,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,0,0,0,0,2,0,0,3,3,3,0,4,0,3,2,3,4,0,3,0,4,2,3,3,3,4,3,2,2,4,4,4,4,4,11,28,37,28.28
1477 聚陽,202312,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,0,0,0,0,2,0,0,3,0,3,0,3,0,0,3,2,4,4,4,0,0,2,2,2,3,3,3,2,2,4,4,4,4,4,8,24,35,25.25
1515 力山,202312,Current ,TSE,20231101,2022,Y,消費品,玩具及體育商品,4,0,0,0,1,5,0,3,3,3,0,0,0,0,4,2,1,4,5,4,0,2,2,1,3,2,0,4,2,4,4,2,4,4,19,24,30,25.39
1517 利奇,202312,Current ,TSE,20231101,2022,N,消費品,玩具及體育商品,0,0,0,0,1,0,0,0,0,2,0,0,4,3,2,3,3,3,4,0,3,2,3,3,3,2,0,2,2,4,4,4,4,4,3,30,32,25.65
1526 日馳,202312,Current ,TSE,20231101,2022,N,消費品,玩具及體育商品,4,0,0,0,4,5,0,3,4,3,0,4,0,3,4,3,1,1,5,4,3,2,4,3,3,3,3,2,2,4,4,4,4,4,23,34,36,32.69
1527 鑽全,202312,Current ,TSE,20231101,2022,N,消費品,電器製造,4,0,0,0,2,0,0,2,3,2,0,3,4,0,2,1,2,3,4,4,3,1,1,2,0,2,0,2,1,4,4,3,4,4,13,28,26,24.37
1558 伸興,202312,Current ,TSE,20231101,2021,Y,消費品,電器製造,0,0,0,0,4,3,0,4,3,4,0,0,0,0,4,2,2,3,4,0,4,3,0,2,0,0,0,4,4,4,4,4,4,4,18,22,30,24.36
1598 岱宇,202312,Current ,TSE,20231101,2022,Y,消費品,玩具及體育商品,4,0,0,0,3,0,0,4,0,4,0,0,0,4,2,4,2,3,3,0,0,4,4,1,4,3,4,4,4,4,4,2,4,4,15,26,38,28.59
1604 聲寶,202312,Current ,TSE,20231101,2022,N,消費品,電器製造,4,0,0,0,2,0,0,0,4,3,0,0,0,0,3,3,1,0,3,4,0,3,3,1,0,3,0,4,4,4,4,4,4,4,13,20,32,23.35
1614 三洋電,202312,Current ,TSE,20231101,2022,N,消費品,電器製造,5,5,4,0,3,5,0,4,4,4,0,0,4,4,4,3,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,34,39,42,39.22
1626 艾美特-KY,202312,Current ,TSE,20231101,2022,N,消費品,電器製造,5,5,4,0,4,5,5,4,4,4,0,4,5,4,5,3,1,3,4,4,3,4,4,4,0,4,4,4,4,4,4,1,4,4,40,44,37,40.51
1730 花仙子,202312,Current ,TSE,20231101,2022,Y,消費品,家用與個人產品,4,5,0,0,2,0,0,0,3,0,0,0,5,4,2,3,3,4,5,4,0,2,2,1,0,0,0,0,4,4,4,2,4,4,14,34,23,25.91
1732 毛寶,202312,Current ,TSE,20231101,2022,Y,消費品,家用與個人產品,0,0,0,0,1,0,0,0,0,0,0,3,0,3,2,2,4,4,0,4,0,1,2,2,0,2,0,2,1,4,4,4,4,4,1,25,27,21.22
1736 喬山,202312,Current ,TSE,20231101,2022,Y,消費品,玩具及體育商品,4,0,0,0,3,0,0,2,3,3,0,0,0,4,3,3,1,3,3,0,3,4,3,4,0,4,4,4,4,4,4,3,4,4,15,27,39,29.4
1806 冠軍,202312,Current ,TSE,20231101,2022,N,消費品,裝潢材料與家具,0,5,0,0,2,0,0,3,4,3,0,0,0,0,4,3,2,3,3,0,3,2,3,2,3,3,0,2,2,4,4,4,4,4,17,23,32,25.37
1810 和成,202312,Current ,TSE,20231101,2022,N,消費品,裝潢材料與家具,5,0,4,0,3,0,0,4,3,4,0,0,4,4,4,3,3,4,5,4,4,3,4,2,0,3,0,5,4,4,4,2,4,4,23,42,32,34.49
2062 橋椿,202312,Current ,TSE,20231101,2022,Y,消費品,裝潢材料與家具,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,3,1,3,0,3,1,0,4,4,4,0,4,4,4,4,2,4,4,3,18,38,22.95
2347 聯強,202312,Current ,TSE,20231101,2022,Y,消費品,多線和專業零售商與配銷商,4,0,4,0,0,5,0,4,3,3,0,0,0,0,2,3,3,4,3,0,4,1,4,2,0,0,0,5,4,4,4,1,4,4,23,24,28,25.37
2373 震旦行,202312,Current ,TSE,20231101,2022,Y,消費品,多線和專業零售商與配銷商,0,0,4,0,4,0,0,0,3,0,0,0,0,4,3,4,1,0,3,0,4,4,0,3,0,0,0,4,4,4,4,2,4,4,11,23,29,23.06
2450 神腦,202312,Current ,TSE,20231101,2022,Y,消費品,多線和專業零售商與配銷商,4,0,0,0,4,0,0,0,3,0,0,0,0,4,2,3,3,4,4,4,3,1,4,4,0,3,4,4,4,4,4,1,0,4,11,32,32,28.01
2601 益航,202312,Current ,TSE,20231101,2022,N,消費品,多線和專業零售商與配銷商,0,0,4,0,3,0,0,3,4,2,0,0,0,3,3,3,2,3,5,4,3,2,3,1,3,2,3,2,2,4,4,3,4,4,16,31,32,28.54
2614 東森,202312,Current ,TSE,20231101,2022,Y,消費品,多線和專業零售商與配銷商,0,0,0,0,2,0,0,2,3,2,0,0,0,3,2,1,1,3,3,0,3,1,1,1,3,2,0,0,0,4,0,3,4,4,9,18,21,17.46
2903 遠百,202312,Current ,TSE,20231101,2022,Y,消費品,多線和專業零售商與配銷商,4,5,0,0,4,0,0,4,4,0,0,0,5,0,2,1,4,3,5,4,4,3,0,1,4,4,4,4,4,4,4,2,4,4,21,31,39,32.22
2906 高林,202312,Current ,TSE,20231101,2022,N,消費品,多線和專業零售商與配銷商,5,5,4,0,4,0,0,4,4,4,0,0,0,0,2,2,5,3,0,4,4,4,3,1,4,4,4,4,4,4,4,2,4,4,30,27,39,32.25
2908 特力,202312,Current ,TSE,20231101,2022,Y,消費品,多線和專業零售商與配銷商,5,5,4,0,4,5,5,4,4,4,0,0,0,0,2,4,4,4,5,4,3,4,0,3,4,0,0,5,4,4,4,2,4,4,40,30,34,33.46
2910 統領,202312,Current ,TSE,20231101,2022,N,消費品,多線和專業零售商與配銷商,4,0,4,0,4,5,0,4,4,4,0,4,5,4,3,4,4,4,5,4,4,4,3,1,4,0,0,5,4,4,4,2,4,4,29,48,32,38.15
2913 農林,202312,Current ,TSE,20231101,2022,Y,消費品,多線和專業零售商與配銷商,4,0,4,0,5,0,0,4,4,0,0,0,0,0,0,2,3,3,3,0,3,3,0,3,4,0,0,4,4,4,4,2,4,4,21,17,33,24.0
2915 潤泰全,202312,Current ,TSE,20231101,2022,Y,消費品,多線和專業零售商與配銷商,0,0,4,0,4,5,0,4,4,4,0,0,0,0,2,2,3,3,0,4,3,4,0,1,4,0,0,4,4,4,4,2,4,4,25,21,31,25.66
2926 誠品生活,202312,Current ,OTC,20231101,2020,N,消費品,多線和專業零售商與配銷商,4,0,0,0,2,5,0,3,4,3,0,3,0,3,3,2,4,3,3,4,4,2,3,3,3,3,0,2,2,4,4,2,4,4,21,34,31,30.36
3024 憶聲,202312,Current ,TSE,20231101,2022,N,消費品,電器製造,4,0,0,0,4,5,0,3,0,3,0,0,0,4,4,1,3,3,5,4,4,4,0,2,4,4,0,4,4,4,4,4,4,4,19,32,38,31.87
3557 嘉威,202312,Current ,TSE,20231101,2022,N,消費品,裝潢材料與家具,4,0,4,0,4,0,0,4,4,4,5,4,0,4,3,4,3,3,0,0,4,4,4,4,4,4,4,4,4,4,4,3,4,4,29,33,43,36.14
4414 如興,202312,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,5,0,4,0,5,0,5,3,4,3,0,0,0,4,4,3,3,4,3,4,3,4,4,3,4,4,4,4,4,4,4,2,4,4,29,36,41,36.62
4433 興采,202312,Current ,OTC,20231101,2022,N,消費品,服飾、配件與鞋類,0,0,0,0,0,5,0,4,4,3,0,0,0,0,4,2,3,0,5,4,3,4,2,1,4,0,0,4,4,4,4,3,4,4,16,27,32,26.86
5301 寶得利,202312,Current ,OTC,20231101,2021,Y,消費品,多線和專業零售商與配銷商,4,0,0,0,1,0,0,2,4,1,0,3,0,3,4,1,4,4,3,0,3,1,0,1,3,3,0,0,0,4,4,4,4,4,12,26,27,23.73
5306 桂盟,202312,Current ,TSE,20231101,2022,N,消費品,玩具及體育商品,5,5,0,0,3,0,0,4,4,4,0,0,5,0,0,4,4,3,1,4,4,4,3,1,4,0,0,4,4,4,4,2,4,4,25,32,31,30.28
5902 德記,202312,Current ,OTC,20231101,2022,Y,消費品,多線和專業零售商與配銷商,0,0,0,0,2,0,0,3,4,2,0,0,0,4,2,3,3,3,3,0,0,2,3,3,4,3,4,4,4,4,4,2,4,4,11,23,40,27.35
5904 寶雅,202312,Current ,OTC,20231101,2022,Y,消費品,多線和專業零售商與配銷商,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,3,0,1,0,0,0,4,4,0,4,4,4,4,0,16,25,16.47
6523 達爾膚,202312,Current ,OTC,20231101,2022,N,消費品,家用與個人產品,4,0,0,0,4,0,0,3,4,3,0,4,0,4,4,3,3,3,3,0,4,4,3,4,4,3,4,4,4,4,4,3,4,4,18,35,42,34.5
6670 復盛應用,202312,Current ,TSE,20231101,2022,Y,消費品,玩具及體育商品,4,5,0,0,4,0,0,0,4,4,0,0,5,0,2,4,3,3,5,4,3,4,3,3,0,0,0,4,4,4,4,2,4,4,21,36,29,30.42
6703 軒郁,202312,Current ,OTC,20231101,2022,Y,消費品,家用與個人產品,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,4,3,3,4,4,3,4,0,2,4,0,0,4,4,4,4,4,4,4,8,28,34,26.54
6768 志強-KY,202312,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,0,0,4,0,4,0,0,0,4,0,0,0,5,0,4,2,3,3,5,4,3,4,4,4,4,4,0,4,4,4,0,3,4,4,12,37,35,31.47
8044 網家,202312,Current ,OTC,20231101,2022,Y,消費品,電子商務,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,2,4,4,3,0,3,1,3,1,3,0,4,2,2,4,4,4,4,4,10,20,32,22.78
8404 百和興業-KY,202312,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,4,0,4,0,4,0,0,4,4,4,0,0,0,4,3,4,4,3,5,4,4,3,4,3,0,3,4,4,4,4,4,2,4,4,24,38,36,34.56
8420 明揚,202312,Current ,OTC,20231101,2022,N,消費品,玩具及體育商品,0,0,0,0,5,0,0,3,4,0,0,0,0,4,3,4,4,4,0,4,3,4,4,3,4,4,0,4,4,4,4,2,4,4,12,34,37,30.99
8426 紅木-KY,202312,Current ,OTC,20231101,2022,N,消費品,裝潢材料與家具,0,0,4,0,2,0,0,0,4,3,0,0,0,3,2,2,4,4,4,0,3,1,2,2,3,3,0,2,2,4,4,4,4,4,13,25,32,25.45
8443 阿瘦,202312,Current ,TSE,20231101,2021,N,消費品,服飾、配件與鞋類,0,0,0,0,2,5,0,2,4,2,0,0,0,3,4,1,3,1,3,0,3,2,3,3,3,3,4,2,0,4,4,2,4,4,15,23,33,25.38
8444 綠河-KY,202312,Current ,OTC,20231101,2022,Y,消費品,裝潢材料與家具,5,0,4,0,4,5,5,3,4,4,0,0,5,4,3,4,3,4,1,0,3,4,4,3,4,3,4,4,4,4,4,1,4,4,34,35,39,36.37
8454 富邦媒,202312,Current ,TSE,20231101,2022,Y,消費品,電子商務,0,0,0,0,3,0,0,2,4,2,0,0,0,3,3,2,3,3,0,4,3,2,3,2,3,3,4,2,2,4,4,4,4,4,11,26,36,27.05
8464 億豐,202312,Current ,TSE,20231101,2022,Y,消費品,裝潢材料與家具,4,0,4,0,4,5,0,3,4,3,0,4,5,0,3,1,4,3,3,0,4,2,4,4,4,3,4,4,4,4,4,2,4,4,27,33,41,34.98
8467 波力-KY,202312,Current ,TSE,20231101,2021,N,消費品,玩具及體育商品,0,0,0,0,4,0,0,3,5,3,0,4,0,3,4,2,4,3,3,0,0,2,3,3,3,3,4,2,2,4,4,4,4,4,15,28,37,29.04
8916 光隆,202312,Current ,OTC,20231101,2022,Y,消費品,服飾、配件與鞋類,0,0,0,0,4,0,0,3,4,3,0,4,0,0,3,3,3,3,3,0,3,4,2,2,4,4,0,4,4,4,4,4,4,4,14,28,38,29.24
8929 富堡,202312,Current ,OTC,20231101,2022,N,消費品,家用與個人產品,5,0,0,0,4,0,0,3,4,3,0,0,0,0,3,3,3,3,3,0,4,3,2,3,4,3,0,4,4,4,4,4,4,4,19,24,38,28.51
8933 愛地雅,202312,Current ,OTC,20231101,2022,N,消費品,玩具及體育商品,4,0,4,0,0,5,0,4,4,0,0,0,0,0,2,1,3,3,3,0,4,3,3,3,0,0,0,4,4,4,4,2,4,4,21,22,29,24.54
8938 明安,202312,Current ,OTC,20231101,2022,N,消費品,玩具及體育商品,5,0,0,0,3,5,0,4,4,4,0,4,5,4,4,3,1,4,3,4,4,4,4,4,0,0,0,4,4,4,4,2,4,4,25,44,30,34.93
9802 鈺齊-KY,202312,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,0,0,0,0,0,0,0,3,4,3,0,0,5,0,2,1,4,4,5,4,3,2,0,1,0,0,0,4,4,4,4,2,4,4,10,30,27,25.03
9904 寶成,202312,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,0,0,0,0,4,0,0,4,0,4,0,4,0,4,2,3,3,3,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,12,31,44,32.46
9910 豐泰,202312,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,0,0,0,0,1,0,0,4,4,3,0,0,0,0,2,4,4,3,3,0,3,3,3,3,4,3,4,4,4,4,4,4,4,4,12,25,42,29.16
9911 櫻花,202312,Current ,TSE,20231101,2022,N,消費品,電器製造,4,0,5,0,3,5,0,4,0,2,0,5,0,0,4,3,3,3,3,0,0,4,4,4,0,3,0,4,4,4,4,2,4,4,23,29,33,29.42
9914 美利達,202312,Current ,TSE,20231101,2022,N,消費品,玩具及體育商品,4,0,4,0,4,5,0,4,4,3,0,4,5,4,3,4,1,1,3,0,4,4,4,4,0,3,4,4,4,4,4,4,4,4,28,37,39,36.07
9921 巨大,202312,Current ,TSE,20231101,2022,Y,消費品,玩具及體育商品,0,0,0,0,0,5,0,0,4,0,0,0,0,0,2,0,3,4,3,4,0,0,0,0,0,0,0,0,0,4,4,4,4,4,9,16,20,16.23
9924 福興,202312,Current ,TSE,20231101,2022,N,消費品,裝潢材料與家具,4,0,4,0,0,3,0,0,0,3,0,0,0,0,3,1,4,4,3,0,4,3,0,1,0,0,0,5,4,4,4,2,0,4,14,22,24,21.26
9934 成霖,202312,Current ,TSE,20231101,2022,Y,消費品,裝潢材料與家具,4,5,4,0,4,5,0,4,4,4,5,4,0,4,4,2,4,3,0,4,4,4,4,4,4,3,4,4,1,4,4,2,4,4,39,37,38,37.77
9938 百和,202312,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,0,0,0,0,4,0,0,4,0,4,0,4,0,4,2,3,4,4,3,0,0,4,2,3,4,0,0,4,4,4,4,4,4,4,12,30,35,28.53
1101 台泥,202312,Current ,TSE,20231101,2022,Y,提煉與礦產加工,建築材料,0,0,0,0,2,0,0,2,4,2,0,4,0,0,2,4,4,4,5,4,0,3,4,3,0,3,0,4,4,4,4,4,4,4,10,34,34,24.64
1102 亞泥,202312,Current ,TSE,20231101,2022,Y,提煉與礦產加工,建築材料,0,0,0,0,4,5,0,4,4,4,5,4,0,4,2,4,3,3,5,4,4,4,4,4,4,4,0,4,4,4,4,2,4,4,26,41,38,34.07
1103 嘉泥,202312,Current ,TSE,20231101,2022,Y,提煉與礦產加工,建築材料,0,0,0,0,2,3,0,3,4,2,0,4,0,0,2,3,4,3,3,4,3,2,2,3,4,3,0,4,4,4,4,4,4,4,14,30,38,26.64
1104 環泥,202312,Current ,TSE,20231101,2022,Y,提煉與礦產加工,建築材料,0,0,0,0,3,0,0,2,4,2,0,0,0,4,2,3,3,3,3,0,0,2,4,2,4,4,0,4,4,4,0,4,0,4,11,24,30,21.09
1108 幸福,202312,Current ,TSE,20231101,2022,N,提煉與礦產加工,建築材料,4,0,0,0,4,0,0,4,4,4,0,4,0,4,3,4,4,3,1,4,4,4,4,4,4,4,4,5,4,4,4,3,4,0,20,39,40,31.95
1109 信大,202312,Current ,TSE,20231101,2022,N,提煉與礦產加工,建築材料,0,0,0,0,4,0,0,4,4,4,0,4,0,0,2,1,3,3,3,0,0,3,0,3,4,3,0,4,4,4,4,4,4,4,16,19,38,24.67
1110 東泥,202312,Current ,TSE,20231101,2022,N,提煉與礦產加工,建築材料,5,5,4,0,5,0,0,4,4,4,5,4,5,0,3,4,4,4,5,0,4,4,4,4,4,4,4,4,4,4,4,2,4,4,36,41,42,39.41
1584 精剛,202312,Current ,OTC,20231101,2022,Y,提煉與礦產加工,鋼鐵製造商,5,5,4,0,4,5,5,4,4,4,0,4,0,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,40,38,42,40.22
1802 台玻,202312,Current ,TSE,20231101,2022,Y,提煉與礦產加工,建築材料,4,0,4,0,3,5,0,4,4,3,0,0,0,0,0,3,3,3,3,0,4,3,2,1,0,0,0,4,4,4,4,2,4,4,27,21,27,25.5
2002 中鋼,202312,Current ,TSE,20231101,2022,Y,提煉與礦產加工,鋼鐵製造商,4,5,4,0,4,5,0,4,4,4,0,4,5,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,4,2,4,4,34,49,42,40.63
2006 東和鋼鐵,202312,Current ,TSE,20231101,2022,Y,提煉與礦產加工,鋼鐵製造商,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,1,3,3,4,0,0,1,0,2,3,0,0,2,2,4,4,4,4,4,6,14,29,16.28
2007 燁興,202312,Current ,TSE,20231101,2022,N,提煉與礦產加工,鋼鐵製造商,0,0,0,0,3,0,0,3,4,3,5,4,0,3,2,2,3,3,3,0,4,2,3,2,3,0,4,2,2,4,4,4,4,4,18,29,33,26.15
2008 高興昌,202312,Current ,TSE,20231101,2022,Y,提煉與礦產加工,鋼鐵製造商,4,0,0,0,4,0,0,3,4,3,5,4,5,3,2,1,4,4,5,4,4,2,3,3,3,3,4,2,1,4,4,3,4,4,23,41,35,31.82
2009 第一銅,202312,Current ,TSE,20231101,2022,N,提煉與礦產加工,金屬與採礦,0,0,0,0,2,5,0,3,5,2,0,3,0,3,4,1,3,3,3,0,3,1,0,2,0,2,4,2,2,4,4,3,4,4,17,24,31,23.79
2010 春源,202312,Current ,TSE,20231101,2022,N,提煉與礦產加工,鋼鐵製造商,4,0,4,0,4,0,0,2,4,2,0,0,5,4,4,3,3,3,5,4,3,3,4,4,4,0,4,4,4,4,4,2,0,4,20,41,34,30.29
2012 春雨,202312,Current ,TSE,20231101,2022,N,提煉與礦產加工,鋼鐵製造商,0,0,0,0,4,0,0,3,4,3,0,4,0,3,3,2,4,1,3,0,0,2,3,3,3,4,4,2,2,4,4,2,4,4,14,25,36,24.67
2014 中鴻,202312,Current ,TSE,20231101,2022,Y,提煉與礦產加工,鋼鐵製造商,4,0,0,0,4,0,0,2,4,4,0,0,0,0,4,4,5,4,3,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,18,28,36,26.98
2015 豐興,202312,Current ,TSE,20231101,2022,N,提煉與礦產加工,鋼鐵製造商,4,5,0,0,3,0,0,2,4,2,0,0,0,4,4,4,1,4,3,0,4,4,3,4,4,4,0,4,4,4,4,2,4,4,20,31,38,29.23
2017 官田鋼,202312,Current ,TSE,20231101,2022,N,提煉與礦產加工,鋼鐵製造商,0,0,0,0,1,0,0,2,0,2,0,0,5,4,2,3,1,4,3,4,0,4,3,3,0,4,0,4,4,4,4,3,4,4,5,33,34,22.44
2020 美亞,202312,Current ,TSE,20231101,2022,N,提煉與礦產加工,鋼鐵製造商,0,5,0,0,1,5,5,2,4,2,0,4,5,3,4,1,3,1,3,4,3,1,2,3,3,3,4,2,2,4,4,2,4,4,24,34,35,30.46
2022 聚亨,202312,Current ,TSE,20231101,2022,N,提煉與礦產加工,鋼鐵製造商,4,0,0,0,3,0,0,4,5,3,0,0,0,4,4,4,3,4,1,4,3,1,3,2,0,0,0,4,4,4,4,4,4,4,19,31,30,25.96
2023 燁輝,202312,Current ,TSE,20231101,2022,Y,提煉與礦產加工,鋼鐵製造商,0,0,0,0,2,0,0,3,5,2,0,3,0,3,4,2,1,4,5,4,4,2,3,3,0,3,4,2,2,4,4,4,4,4,12,35,34,25.67
2025 千興,202312,Current ,TSE,20231101,2022,N,提煉與礦產加工,鋼鐵製造商,0,0,0,0,3,0,0,4,5,2,0,0,5,4,2,4,3,3,3,4,3,2,4,4,0,0,4,4,4,4,4,2,4,4,14,37,34,26.95
