證券代碼,年月,目前狀態,上市別,TESG評等公告日,採用永續報告書年度,採用永續報告書是否驗證,SASB主產業,SASB子產業,E_取得碳排相關ISO認證,E_加入國際倡議組織,E_認證_能源管理系統,E_發行綠債及永續債佔資產比%(不含金融業),E_GRI_能源管理揭露度,E_用水回收率%,E_取得用水相關國際認證,E_GRI_用水及廢水管理揭露度,E_認證_環境管理系統,E_GRI_廢棄物管理揭露度,E_GRI_生態影響揭露度,S_GRI_人權及社區關係揭露度,S_認證_資訊安全管理系統,S_GRI_資安及客戶隱私揭露度,S_認證_品質管理系統,S_GRI_員工統計揭露度,S_育嬰留停復職率%(合計),S_育嬰留停留任率%(合計),S_失能風險(三年平均),S_失能揭露(Y/N),S_失能揭露,S_認證(職業安全衛生管理系統),S_GRI_員工健康及安全揭露度,S_GRI_員工多元化揭露度,G_GRI_供應鏈管理揭露度,G_GRI_氣候變遷影響揭露度,G_GRI_商業倫理揭露度,G_GRI_競爭行為揭露度,G_GRI_法遵管理揭露度,G_GRI_關鍵事件風險管理揭露度,G_3年內更換會計師事務所_換至非四大(Y/N),G_3年內更換會計師事務所_換至非四大,G_3年內有非會計制度變更的財務重編(Y/N),G_3年內有非會計制度變更的財務重編,G_公司治理評鑑等級,G_董事長/總經理遭處分(Y/N),G_董事長/總經理遭處分,G_設置永續長(Y/N),G_設置永續長
6153 嘉聯益,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,1,1,0,5,20.4,1,5,3,5,0,0,0,0,3.5,5,71.88,64.29,0.05,Y,1,2,12,2,3,1,0,0,1,1,N,1,N,1,3,N,1,Y,1
6163 華電網,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,電訊服務,0,0,0,0,2,0,0,2,0,0.5,0.5,0,3,0,0,2,25,100,0.04,N,0,0,6,2.5,2.5,0,1.5,0,0.5,0.5,N,1,N,1,7,N,1,Y,1
6166 凌華,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,3,0,0,1,1,3,0,0,1,1,3.5,5,60,50,0.04,N,0,1,10,3,6,1,0,1,1,3,N,1,N,1,3,N,1,Y,1
6168 宏齊,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,1,0,0,0,0,8.13,0,0,2,0,0,0,0,0,3.5,0,60,66.67,1.23,Y,1,2,0,0,0,0,0,0,0,0,N,1,N,1,4,N,1,Y,1
6173 信昌電,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,0,0,0,2.5,2,2.5,0,0,0,0.5,2.5,1,42.86,100,0.04,N,0,1,5,1,1.5,0.5,1.5,0.5,1,1.5,N,1,N,1,2,N,1,Y,1
6174 安碁,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,2,0,1.5,0,0,2.5,3,1.5,0,0,0,0,3.5,2.5,25,100,0.01,Y,1,2,4,1,1,0,1,0,0.5,1.5,N,1,N,1,7,N,1,Y,1
6176 瑞儀,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,6,0,0,4,1,5,0,0,1,1,1,6,50,100,0.02,Y,1,1,12,6,9,1,6,1,1,3,N,1,N,1,2,N,1,N,0
6180 橘子,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,軟體與資訊科技服務,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,5,62.5,50,0.04,N,0,0,4,4,3,0,0,0,1,3,N,1,N,1,2,N,1,Y,1
6182 合晶,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,1,0,1,0,3,21.34,0,5,1,5,0,0,0,1,2.5,5,83.33,100,0.02,N,0,1,12,5,8,1,3,1,1,3,N,1,N,1,2,N,1,Y,1
6183 關貿,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,軟體與資訊科技服務,1,0,0,0,5,0,0,2,1,1,0,2,7,1,1,6,83.33,100,0.04,N,0,0,12,6,6,1,3,1,1,3,N,1,N,1,2,N,1,Y,1
6187 萬潤,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,4,0,0,2.5,0,2.5,0,1,0,0.5,0.5,3,100,100,0.04,N,0,0,6,3,4.5,0.5,3,0.5,0.5,1.5,N,1,N,1,2,N,1,Y,1
6188 廣明,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,4,1.34,0,0,1,5,0,1,0,1,0.5,6,60,66.67,0.05,N,0,1,8,2,5,1,0,0,1,3,N,1,N,1,3,N,1,Y,1
6189 豐藝,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,0.5,0,0,0.5,1,0.5,0,0.5,0,0,0,1,100,66.67,0.04,N,0,0,5,3,3,0,0.5,0,0,0.5,N,1,N,1,3,N,1,Y,1
6191 精成科,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,電子製造服務與原廠設計製造,0,0,0,0,2,0,0,0.5,2,2,0,0,1,0,2,1.5,60,66.67,0.04,N,0,2,0.5,0,1.5,0.5,0,0,0.5,1.5,N,1,N,1,3,N,1,Y,1
6196 帆宣,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,2,0,2,0,3,0,0,3,0,5,0,1,0,1,2.5,4,100,66.67,0.63,Y,1,1,12,3,2,0,3,0,1,3,N,1,N,1,4,N,1,Y,1
6202 盛群,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0.5,5,100,66.67,0.65,Y,1,2,11,1,3,0,1,1,1,3,N,1,N,1,2,N,1,Y,1
6206 飛捷,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,1,0,0,0,1.5,0,0,0,1,2.5,0,0,1,0.5,3.5,3,60,66.67,0.04,N,0,1,5.5,1,2.5,0.5,2,0.5,0.5,1.5,N,1,N,1,2,N,1,Y,1
6207 雷科,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,1.5,0,0,0.5,1,1,0,0,0,0.5,0.5,2.5,50,0,0.01,N,0,0,5,2,2,0.5,1,0.5,0.5,1.5,N,1,N,1,5,N,1,Y,1
6208 日揚,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,0.5,0,0,0.5,1,2.5,0,1,1,0.5,0.5,3,100,66.67,0.07,Y,1,2,6,2,4.5,0.5,1.5,0.5,1,1.5,N,1,N,1,2,N,1,Y,1
6213 聯茂,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,1,0,3,0,0,0,2,3,0,0,0,1,2.5,6,14.29,100,0.16,Y,1,1,9,3,2,0,1,0,2,1,N,1,N,1,3,N,1,Y,1
6214 精誠,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,軟體與資訊科技服務,1,1,2,0,1,0,0,0,1,0,0,1,6,1,0.5,5,76.92,66.67,0.04,N,0,1,11,4,4,1,2,0,1,3,N,1,N,1,2,N,1,Y,1
6223 旺矽,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,2,0,0,1.5,1,1.5,0,0,1,0.5,1.5,3,90.91,75,0.05,N,0,1,6,3,3,0,0,0.5,0.5,1.5,N,1,N,1,5,N,1,Y,1
6239 力成,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,2,1,1,0,3,31.57,0,3,2,3,0,2,1,1,2.5,5,73.13,89.11,0.04,Y,1,0,11,3,3,0,1,0,1,3,N,1,N,1,2,N,1,Y,1
6245 立端,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,1,0,0,0,3,0,0,0,1,1,0,0,0,1,2,6,100,75,6.6,N,0,0,12,3,5,1,3,1,1,3,N,1,N,1,4,N,1,Y,1
6257 矽格,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,1,0,0,0,3,1.33,0,0,1,0,0,0,1,0,4.5,6,62.5,33.33,0.28,Y,1,1,11,0,3,0,2,0,1,3,N,1,N,1,3,N,1,Y,1
6263 普萊德,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,0,1,0,0,4,0,0,0,0,0,0,2,1,1,0,6,100,100,0.04,N,0,0,10,5,5,1,2,0,1,3,N,1,N,1,1,N,1,Y,1
6269 台郡,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,2,0,0,3,26.41,0,5,1,4,0,0,0,1,2.5,6,80.56,44.44,0.13,Y,1,1,11,3,9,0,3,0,1,3,N,1,N,1,4,N,1,Y,1
6271 同欣電,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,1,0,0,0,2,0,0,2,2,3,0,1,0,1,4.5,6,66.67,33.33,0.04,N,0,2,12,1,4,0,2,1,1,3,N,1,N,1,4,N,1,Y,1
6274 台燿,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,1,0,0,0,4,0,0,5,1,4,0,0,0,1,2.5,5,33.33,0,0.81,Y,1,1,12,4,5,1,0,0,1,3,N,1,N,1,2,N,1,Y,1
6277 宏正,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,2,0,0,1,1,1,0,0,1,1,1.5,5,100,100,0.21,Y,1,1,2,1,3,0,0,0,1,3,N,1,N,1,2,N,1,Y,1
6278 台表科,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,1,0,0,1.5,0,0,2.5,1,2.5,0,0.5,0,0,2.5,3,100,100,0.04,N,0,0,6,1.5,2.5,0.5,1.5,0.5,0.5,1.5,N,1,N,1,6,N,1,Y,1
6284 佳邦,202312  ,Current ,OTC,20231101,2021,Y,科技與通訊,半導體,1,0,0,0,3,0,0,5,2,2,0,0,0,1,1.5,2,83.5,78,0.12,Y,1,1,8,4,6,0,0,0,1,0,N,1,N,1,2,N,1,Y,1
6285 啟碁,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,3,0,0,6,12.03,0,5,2,5,0,0,2,1,5,6,71.7,93.33,0.04,N,0,2,12,5,8,1,3,1,1,3,N,1,N,1,2,N,1,Y,1
6288 聯嘉,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,1,0,0,0,8,20.84,0,5,1,5,0,0,0,1,4.5,6,100,66.67,0.04,N,0,0,12,6,8,1,6,1,1,3,N,1,N,1,2,N,1,Y,1
6412 群電,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,2,2,0,3,0.89,0,0,1,3,0,0,0,1,0.5,5,33.33,50,0,Y,1,1,11,2,4,0,0,0,1,3,N,1,N,1,2,N,1,Y,1
6414 樺漢,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,2,0,2,0,2,0,0,3,1,1,0,0,0,0,1.5,5,85.71,66.67,0.04,N,0,0,11,4,5,0,2,1,1,3,N,1,Y,0,2,N,1,Y,1
6415 矽力*-KY,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,2.5,0,0,2.5,1,2.5,0,1,1,0.5,0.5,2,60,66.67,0.05,N,0,0,6,2,3,0.5,2.5,0.5,0.5,1,N,1,N,1,6,N,1,Y,1
6416 瑞祺電通,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,0,0,0,3,0,0,2,0,3,0,0,0,0,1.5,5,75,66.67,0.05,N,0,2,11,1,1,1,0,0,1,3,N,1,N,1,5,N,1,Y,1
6426 統新,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0.5,2,75,66.67,0.04,N,0,0,2,0,2,0,0,0,0,0,N,1,N,1,7,N,1,Y,1
6438 迅得,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,100,75,0,Y,1,0,1.5,0.5,2.5,0,0.5,0,0.5,0,N,1,N,1,5,N,1,Y,1
6442 光聖,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,1,0,0,0,2,0.5,0,0,0,0,0.5,2,50,66.67,0.01,Y,1,3,2,2,1,0,0,0,0.5,0,N,1,N,1,4,N,1,Y,1
6451 訊芯-KY,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,2,0,1,0,3,0,0,5,1,5,0,0,0,0,3.5,4,33.96,66.67,0.04,Y,1,1,11,5,5,1,6,0,1,3,N,1,N,1,6,N,1,Y,1
6456 GIS-KY,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,1,1,0,3,30.21,0,5,2,3,0,0,2,1,2.5,5,75,100,0.04,N,0,2,12,6,9,0,2,1,1,3,N,1,N,1,2,N,1,Y,1
6486 互動,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,半導體,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.5,60,66.67,0.04,N,0,0,3.5,0,0.5,0,0,0,0,0,N,1,N,1,2,N,1,Y,1
6488 環球晶,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,1,0,1,0,4,21.01,1,5,1,5,0,0,0,1,1,4,90.7,87.5,0.96,Y,1,3,12,2,2,1,2,0,2,3,N,1,N,1,1,N,1,Y,1
6510 精測,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,1,0,0,0,5,33.86,0,5,0,0,0,0,1,0,0,5,62.5,50,0.15,Y,1,0,10,2,5,1,3,0,1,3,N,1,N,1,1,N,1,Y,1
6515 穎崴,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,2.5,0,0,2.5,0,2.5,0,1,1,0.5,0.5,3,60,90,0.04,N,0,1,6,1,2.5,0,1.5,0.5,0.5,1.5,N,1,N,1,4,N,1,Y,1
6531 愛普*,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0.5,2.5,60,66.67,0.04,N,0,0,1,1.5,0.5,0,1,0,0.5,1.5,N,1,N,1,4,N,1,Y,1
6533 晶心科,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,1,0,0,1,0,0.5,0,1.5,0,0.5,1,3,60,66.67,0.04,N,0,0,5.5,1.5,3,0.5,1.5,0.5,0.5,1.5,N,1,N,1,4,N,1,Y,1
6542 隆中,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,軟體與資訊科技服務,0,0,0,0,2,0,0,0.5,0,0.5,2,0.5,0,0.5,0,2.5,60,66.67,0.04,N,0,0,3.5,1.5,3.5,0,1,0.5,0.5,1.5,N,1,N,1,4,N,1,Y,1
6548 長科*,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,2,27.52,0,5,1,3,0,0,0,1,1.5,6,60,66.67,0.01,Y,1,0,12,2,5,1,0,0,1,3,N,1,N,1,2,Y,0,Y,1
6558 興能高,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,1,0,0,0,1.5,0,0,0,0,2.5,0,1,0,0.5,1,3,100,66.67,0.05,N,0,2,6,1,3,0.5,1.5,0.5,0.5,1.5,N,1,N,1,6,N,1,Y,1
6561 是方,202312  ,Current ,OTC,20231101,2021,Y,科技與通訊,電訊服務,1,0,0,0,3,0,0,0,0,0,0,0,4,0,0,4,60,66.67,0.04,N,0,0,1,0,2,1,0,0,0,1,N,1,N,1,1,N,1,Y,1
6569 醫揚,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,0,0,0,4,0,0,2.5,1,2.5,2,2.5,0,0.5,2.5,2,60,66.67,0.04,N,0,0,6,3,5,0,1.5,0.5,0.5,1,N,1,N,1,2,N,1,Y,1
6570 維田,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1.5,4,60,66.67,0.04,N,0,0,9,1,3,0,0,0,1,3,N,1,N,1,3,N,1,Y,1
6573 虹揚-KY,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,0.5,0,0,0.5,1,1.5,0,0,0,0.5,2.5,2,60,66.67,0.04,N,0,0,0.5,1,2.5,0,0.5,0.5,0.5,0,N,1,Y,0,6,N,1,Y,1
6577 勁豐,202312  ,Current ,OTC,20231101,2021,N,科技與通訊,半導體,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0,60,66.67,0.05,N,0,0,0,0,0,0,0,0,0,0,N,1,N,1,2,N,1,Y,1
6579 研揚,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,2,0,0,0,4,0,0,0.5,0,1,1.5,1.5,1,0,1,2,60,66.67,0.04,N,0,0,2,2.5,5,0,1.5,0.5,0,1,N,1,N,1,2,N,1,Y,1
6613 朋億*,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,3,0,0,1,0,5,0,2,0,1,0,4,100,66.67,0.04,N,0,0,12,3,6,1,2,0,1,3,N,1,N,1,1,N,1,Y,1
6669 緯穎,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,1,2,0,5,0,0,0,2,5,0,0,0,1,0,6,90.96,67.2,0.01,Y,1,1,12,5,7,1,3,1,1,3,N,1,N,1,1,N,1,Y,1
6674 鋐寶科技,202312  ,Current ,TSE,20231101,2021,Y,科技與通訊,硬體,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,2,60,0,0.04,N,0,0,9,1,2,0,1,0,1,1,N,1,N,1,7,N,1,Y,1
6679 鈺太,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,2,0,0,0,0,2.5,0,0,0,0.5,0.5,3,60,66.67,0.04,N,0,0,6,2.5,3.5,0.5,3,0,0.5,1.5,N,1,N,1,2,N,1,Y,1
6683 雍智科技,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,半導體,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.5,2.5,33.33,50,0,Y,1,0,3.5,2,0.5,0,1.5,0,0.5,0.5,N,1,N,1,5,N,1,Y,1
6684 安格,202312  ,Current ,OTC,20231101,2021,Y,科技與通訊,半導體,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0.5,2,100,66.67,0.04,N,0,0,11,4,3,0,1,1,1,1,N,1,N,1,5,N,1,Y,1
6689 伊雲谷,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,軟體與資訊科技服務,0,0,0,0,5,0,0,5,0,0,4,0,2,1,0.5,6,100,50,0.04,N,0,0,12,6,9,1,3,1,1,3,N,1,N,1,7,N,1,Y,1
6732 昇佳電子,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0.5,5,100,66.67,0,Y,1,0,2,5,2,0,3,0,1,3,N,1,N,1,2,N,1,Y,1
6741 91APP*-KY,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,軟體與資訊科技服務,0,0,0,0,0.5,0,0,0,0,2.5,0,0,0,0.5,0,1.5,60,66.67,0.05,N,0,0,6,1.5,1.5,0,1,0,0.5,1.5,N,1,N,1,2,N,1,Y,1
6752 叡揚,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,軟體與資訊科技服務,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.5,5,66.67,100,0.04,N,0,0,2,1,2,0,0,0,1,3,N,1,N,1,2,N,1,Y,1
6761 穩得,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,電子製造服務與原廠設計製造,0,0,0,0,3.5,0,0,2.5,1,2.5,0,1,0,0.5,1.5,3,100,66.67,0.05,N,0,0,5,2.5,4,0.5,3,0.5,0.5,1.5,N,1,N,1,7,N,1,Y,1
6763 綠界科技*,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,軟體與資訊科技服務,0,0,0,0,2.5,0,0,0,0,0,0,0,1,0.5,0,1,100,100,0.03,Y,1,0,5,0,0.5,0.5,0,0,0.5,1.5,N,1,N,1,7,N,1,Y,1
6770 力積電,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,2,0,1,0,3,0,0,3,2,3,1,0,0,1,3,5,60.78,84.62,0,Y,1,4,11,3,8,0,5,1,1,3,N,1,N,1,2,N,1,Y,1
6781 AES-KY,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,1,0,0,0,1.5,0,0,0.5,1,2,0,0.5,0,0,2,1,60,66.67,0.04,Y,1,1,4.5,1,4,0.5,1,0.5,0.5,1.5,N,1,N,1,3,N,1,Y,1
6789 采鈺,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,2,0,3,0,5,61.44,1,5,2,5,0,0,1,1,1.5,6,50,100,0.04,N,0,1,12,5,9,1,6,1,1,3,N,1,N,1,7,N,1,Y,1
6823 濾能,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1.5,5,60,66.67,0.05,N,0,1,11,0,2,0,0,0,1,3,N,1,N,1,7,N,1,Y,1
6830 汎銓,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,3,80,100,0.04,Y,1,0,10,2,2,0,1,1,1,3,N,1,N,1,7,N,1,Y,1
7402 邑錡,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,1,60,66.67,0.04,N,0,0,1.5,0,1,0.5,1,0,0.5,0.5,N,1,N,1,2,N,1,Y,1
8016 矽創,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0.5,3,100,100,0.04,N,0,1,2,2,5,1,0,0,1,3,N,1,N,1,2,N,1,Y,1
8021 尖點,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,1,1,0,0,2,6.73,0,0,1,0,0,0,0,0,1.5,5,100,50,5.12,Y,1,3,11,3,1,0,1,0,1,3,N,1,N,1,3,N,1,Y,1
8028 昇陽半導體,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,1,0,0,0,3.5,0,1,2.5,1,2.5,0,0,0,0.5,0,2.5,60,83.33,0.02,Y,1,1,6,2.5,3.5,0.5,2,0.5,0.5,1.5,N,1,N,1,3,N,1,Y,1
8046 南電,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,2,3,0,0,4,23.37,0,0,1,5,0,0,0,0,2.5,3,76.92,50,0,Y,1,3,11,2,5,1,3,0,1,3,N,1,N,1,2,N,1,Y,1
8050 廣積,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,0,0,0,2.5,0,0,0,1,2,0,0,1,0.5,2.5,1.5,60,66.67,0.05,N,0,0,5.5,2,1.5,0.5,0,0,0.5,1.5,N,1,N,1,6,N,1,Y,1
8064 東捷,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,0,0,0,4,0,0,2.5,1,2.5,0,0,1,0,0,3,66.67,100,0.04,N,0,2,6,1,2,0.5,1.5,0,0.5,1.5,N,1,N,1,5,N,1,Y,1
8069 元太,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,2,3,1,0,3,23.79,0,0,1,5,0,0,2,0,0.5,3,83.33,100,0.04,Y,1,2,10,0,5,1,3,1,1,3,N,1,N,1,1,N,1,Y,1
8070 長華*,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,1,0,0,0,1,27.52,0,2.5,1,1.5,0,0.5,0,0.5,1.5,1.5,60,66.67,0.04,N,0,0,3.5,1,1,0.5,0,0,0.5,1.5,N,1,N,1,5,Y,0,Y,1
8074 鉅橡,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,0,0,0,1.5,0,0,2.5,1,2.5,0,1,0,0.5,0.5,3,100,0,0.04,N,0,2,6,2,4.5,0.5,3,0.5,0.5,1.5,N,1,N,1,6,N,1,Y,1
8076 伍豐,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,0,0,0,1.5,0,0,2.5,0,2.5,0,0.5,0,0,1.5,2.5,100,100,0.05,N,0,0,6,1.5,2.5,0.5,1.5,0.5,0.5,1.5,N,1,N,1,5,N,1,Y,1
8086 宏捷科,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,半導體,2,0,0,0,1,25.12,0,2.5,1,2.5,0,0,0,0,2.5,2,40,100,0.09,Y,1,0,6,1,1,0.5,1,0,1,1.5,N,1,N,1,2,N,1,Y,1
8099 大世科,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,軟體與資訊科技服務,0,0,0,0,0.5,0,0,0,0,0.5,0,0,2,0.5,1,3,70,66.67,0.05,N,0,1,5.5,2.5,4,0.5,1,0,0.5,1.5,N,1,N,1,4,N,1,Y,1
8105 凌巨,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,1,0,0,0,4,24.21,0,2.5,2,2.5,0,1,0,0.5,3.5,3,53.85,40,0.42,Y,1,1,6,3,4.5,0.5,1.5,0.5,0.5,1.5,N,1,N,1,5,N,1,Y,1
8110 華東,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,半導體,1,0,0,0,1.5,0,0,0.5,1,1,0,0.5,1,0,1,1.5,60,66.67,0.06,Y,1,1,1,0.5,2,0,1,0,0.5,0.5,N,1,N,1,3,N,1,Y,1
8111 立碁,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,5,0.68,0,3,1,4,0,0,0,0,3,2,60,66.67,0.05,N,0,2,10,0,3,0,0,0,1,3,N,1,N,1,4,N,1,Y,1
8112 至上,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,1,0,0,0,3,0,0,3,0,5,0,0,0,1,1,6,60,66.67,0.04,N,0,0,12,3,1,1,2,1,1,3,N,1,N,1,2,N,1,Y,1
8114 振樺電,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,2,0,0,0,2,0,0,0,2,3,0,0,0,0,1.5,4,20,0,0.04,Y,1,0,8,2,1,0,2,0,1,3,N,1,N,1,4,N,1,Y,1
8131 福懋科,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,3,2,2,0,3,26.72,0,5,3,5,0,0,1,1,2.5,5,74.36,100,0.03,Y,1,2,12,5,9,1,6,1,1,3,N,1,N,1,2,N,1,Y,1
8150 南茂,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,4,1,1,0,5,37.48,1,5,2,5,0,1,3,1,6.5,5,53.49,78.57,0.05,Y,1,1,12,5,8,0,6,1,1,3,N,1,N,1,1,N,1,Y,1
8163 達方,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,1,0,0,2,0,0,0,1,0,0,0,3,1,0.5,4,71.43,100,0.18,Y,1,0,5,1,1,0,0,0,0,3,N,1,N,1,2,N,1,Y,1
8201 無敵,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,軟體與資訊科技服務,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.5,2,100,100,0,Y,1,0,2,1.5,2,0,1,0,0.5,1,N,1,N,1,4,N,1,Y,1
8210 勤誠,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,1,0,0,0,3,0,0,1,1,3,0,0,0,1,1.5,5,33.33,66.67,0.04,N,0,1,12,2,6,0,3,1,1,3,N,1,N,1,3,N,1,Y,1
8213 志超,202312  ,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,1,0,0,1.5,0,0,2,3,2.5,0,0,0,0,2.5,3,60,66.67,0.04,N,0,1,6,2.5,2.5,0.5,1.5,0,0.5,1.5,N,1,N,1,5,N,1,Y,1
